0,18120001,理学院,理学,18,3.1142857142857143,0.5714285714285714
1,18120002,理学院,理学,18,3.3666666666666667,1.6666666666666667
2,18120003,理学院,理学,18,3.25,1.625
3,18120004,理学院,理学,18,3.425,2.5
4,18120005,理学院,理学,18,3.0,2.2857142857142856
5,18120006,理学院,理学,18,3.8333333333333335,1.1666666666666667
6,18120007,理学院,理学,18,2.8333333333333335,0.8333333333333334
7,18120008,理学院,理学,18,2.9,1.7142857142857142
8,18120009,理学院,理学,18,2.8,1.875
9,18120010,理学院,理学,18,3.677777777777778,1.4444444444444444
10,18120011,理学院,理学,18,2.457142857142857,-0.2857142857142857
11,18120012,理学院,理学,18,2.2,1
12,18120013,理学院,理学,18,2.2857142857142856,1.1428571428571428
13,18120014,理学院,理学,18,3.3375,1.375
14,18120015,理学院,理学,18,3.7142857142857144,0.7142857142857143
15,18120016,理学院,理学,18,3.8142857142857145,2.4285714285714284
16,18120017,理学院,理学,18,3.675,2.625
17,18120018,理学院,理学,18,1.475,1
18,18120019,理学院,理学,18,3.142857142857143,0
19,18120020,理学院,理学,18,3.716666666666667,0.5
20,18120021,理学院,理学,18,3.45,1.6666666666666667
21,18120022,理学院,理学,18,3.022222222222222,1.3333333333333333
22,18120023,理学院,理学,18,3.6166666666666667,0.5
23,18120024,理学院,理学,18,3.725,2.25
24,18120025,理学院,理学,18,3.6714285714285713,1.5714285714285714
25,18120026,理学院,理学,18,3.475,0
26,18120027,理学院,理学,18,3.7333333333333334,1.3333333333333333
27,18120028,理学院,理学,18,2.0,1.875
28,18120029,理学院,理学,18,3.725,0.25
29,18120030,理学院,理学,18,3.85,1.3333333333333333
30,18120031,理学院,理学,18,3.7714285714285714,2
31,18120032,理学院,理学,18,3.14,1.6
32,18120033,理学院,理学,18,2.6,2.142857142857143
33,18120034,理学院,理学,18,1.7833333333333334,0
34,18120035,理学院,理学,18,3.9125,2.25
35,18120036,理学院,理学,18,3.55,1.3333333333333333
36,18120037,理学院,理学,18,2.5428571428571427,2
37,18120038,理学院,理学,18,2.4285714285714284,1.2857142857142858
38,18120039,理学院,理学,18,1.8857142857142857,1.2857142857142858
39,18120040,理学院,理学,18,3.8,0.5
40,18120041,理学院,理学,18,3.1714285714285713,1.1428571428571428
41,18120042,理学院,理学,18,3.4714285714285715,2.142857142857143
42,18120043,理学院,理学,18,3.7625,1.625
43,18120044,理学院,理学,18,1.0714285714285714,0.7142857142857143
44,18120045,理学院,理学,18,2.3714285714285714,0.5714285714285714
45,18120046,理学院,理学,18,3.6666666666666665,1.5
46,18120047,理学院,理学,18,2.6857142857142855,0.8571428571428571
47,18120048,理学院,理学,18,3.4285714285714284,1.2857142857142858
48,18120049,理学院,理学,18,3.857142857142857,0.5714285714285714
49,18120050,理学院,理学,18,3.283333333333333,1
50,18120051,理学院,理学,18,3.875,1.375
51,18120052,理学院,理学,18,3.716666666666667,1.8333333333333333
52,18120053,理学院,理学,18,2.8125,0.625
53,18120054,理学院,理学,18,3.4285714285714284,1.1428571428571428
54,18120055,理学院,理学,18,2.375,0.75
55,18120056,理学院,理学,18,2.8666666666666667,1
56,18120057,理学院,理学,18,3.2,1.1428571428571428
57,18120058,理学院,理学,18,3.7333333333333334,1.1666666666666667
58,18120059,理学院,理学,18,3.2875,1.375
59,18120060,理学院,理学,18,2.7,1.2
60,18120061,理学院,理学,18,3.7142857142857144,2.7142857142857144
61,18120062,理学院,理学,18,2.757142857142857,1.5714285714285714
62,18120063,理学院,理学,18,2.6857142857142855,1
63,18120064,理学院,理学,18,2.685714285714286,0.8571428571428571
64,18120065,理学院,理学,18,2.7125,2.125
65,18120066,理学院,理学,18,3.0375,2
66,18120067,理学院,理学,18,2.5714285714285716,0.42857142857142855
67,18120068,理学院,理学,18,3.6,0.6666666666666666
68,18120069,理学院,理学,18,1.8833333333333333,1.5
69,18120070,理学院,理学,18,2.316666666666667,1.5
70,18120071,理学院,理学,18,3.1,0
71,18120072,理学院,理学,18,3.7444444444444445,1.5555555555555556
72,18120073,理学院,理学,18,2.5875,0.75
73,18120074,理学院,理学,18,3.8375,1.125
74,18120075,理学院,理学,18,3.375,1
75,18120076,理学院,理学,18,2.45,0.25
76,18120077,理学院,理学,18,3.783333333333333,0.6666666666666666
77,18120078,理学院,理学,18,2.55,0.5
78,18120079,理学院,理学,18,2.925,0.375
79,18120080,理学院,理学,18,2.3333333333333335,1.2222222222222223
80,18120081,理学院,理学,18,2.575,0.875
81,18120082,理学院,理学,18,3.4714285714285715,1.7142857142857142
82,18120083,理学院,理学,18,3.1166666666666667,1.8333333333333333
83,18120084,理学院,理学,18,3.675,-0.125
84,18120085,理学院,理学,18,3.625,0.75
85,18120086,理学院,理学,18,3.45,0.5
86,18120087,理学院,理学,18,3.5166666666666666,1.1666666666666667
87,18120088,理学院,理学,18,2.6666666666666665,-0.16666666666666666
88,18120089,理学院,理学,18,1.7142857142857142,1.8571428571428572
89,18120090,理学院,理学,18,2.685714285714286,0.8571428571428571
90,18120091,理学院,理学,18,3.914285714285714,1.2857142857142858
91,18120092,理学院,理学,18,2.45,1.8333333333333333
92,18120093,理学院,理学,18,3.3000000000000003,1
93,18120094,理学院,理学,18,3.3714285714285714,1.2857142857142858
94,18120095,理学院,理学,18,2.7666666666666666,1.1666666666666667
95,18120096,理学院,理学,18,2.6125,1.25
96,18120097,理学院,理学,18,2.914285714285714,1.1428571428571428
97,18120098,理学院,理学,18,3.283333333333333,2.8333333333333335
98,18120099,理学院,理学,18,3.0,2.125
99,18120100,理学院,理学,18,3.425,0.875
100,18120101,生命科学学院,理学,18,2.9571428571428573,0.2857142857142857
101,18120102,生命科学学院,理学,18,2.783333333333333,1.1666666666666667
102,18120103,生命科学学院,理学,18,1.1,2.8
103,18120104,生命科学学院,理学,18,2.6142857142857143,0.7142857142857143
104,18120105,生命科学学院,理学,18,2.988888888888889,0.6666666666666666
105,18120106,生命科学学院,理学,18,2.7333333333333334,2.2222222222222223
106,18120107,生命科学学院,理学,18,3.95,1.1666666666666667
107,18120108,生命科学学院,理学,18,2.275,2.25
108,18120109,生命科学学院,理学,18,3.142857142857143,1.7142857142857142
109,18120110,生命科学学院,理学,18,3.6666666666666665,1.8333333333333333
110,18120111,生命科学学院,理学,18,2.58,1.4
111,18120112,生命科学学院,理学,18,3.7444444444444445,0.7777777777777778
112,18120113,生命科学学院,理学,18,3.1833333333333336,-0.3333333333333333
113,18120114,生命科学学院,理学,18,2.7285714285714286,1.4285714285714286
114,18120115,生命科学学院,理学,18,3.55,-0.5
115,18120116,生命科学学院,理学,18,3.357142857142857,2.7142857142857144
116,18120117,生命科学学院,理学,18,3.6,1.6666666666666667
117,18120118,生命科学学院,理学,18,3.9571428571428573,1.8571428571428572
118,18120119,生命科学学院,理学,18,3.6625,1.875
119,18120120,生命科学学院,理学,18,2.7142857142857144,2.142857142857143
120,18120121,生命科学学院,理学,18,3.7625,1.875
121,18120122,生命科学学院,理学,18,3.2111111111111112,1
122,18120123,生命科学学院,理学,18,2.95,1.125
123,18120124,生命科学学院,理学,18,2.2857142857142856,0.14285714285714285
124,18120125,生命科学学院,理学,18,2.0,0.3333333333333333
125,18120126,生命科学学院,理学,18,1.3333333333333333,1
126,18120127,生命科学学院,理学,18,3.8375,0.875
127,18120128,生命科学学院,理学,18,3.466666666666667,0.3333333333333333
128,18120129,生命科学学院,理学,18,2.15,2.1666666666666665
129,18120130,生命科学学院,理学,18,1.75,-0.3333333333333333
130,18120131,生命科学学院,理学,18,3.1,1.2857142857142858
131,18120132,生命科学学院,理学,18,3.914285714285714,2.2857142857142856
132,18120133,生命科学学院,理学,18,3.2,2
133,18120134,生命科学学院,理学,18,3.1285714285714286,1.8571428571428572
134,18120135,生命科学学院,理学,18,3.3833333333333333,0.3333333333333333
135,18120136,生命科学学院,理学,18,2.85,1.6666666666666667
136,18120137,生命科学学院,理学,18,2.4857142857142858,0.14285714285714285
137,18120138,生命科学学院,理学,18,2.9,1.2857142857142858
138,18120139,生命科学学院,理学,18,2.0714285714285716,2.142857142857143
139,18120140,生命科学学院,理学,18,2.7142857142857144,1.1428571428571428
140,18120141,生命科学学院,理学,18,3.757142857142857,1.2857142857142858
141,18120142,生命科学学院,理学,18,2.34,1.8
142,18120143,生命科学学院,理学,18,3.8142857142857145,0
143,18120144,生命科学学院,理学,18,3.325,0.875
144,18120145,生命科学学院,理学,18,2.44,1
145,18120146,生命科学学院,理学,18,3.4,1.5
146,18120147,生命科学学院,理学,18,3.7333333333333334,1
147,18120148,生命科学学院,理学,18,3.5142857142857142,1.4285714285714286
148,18120149,生命科学学院,理学,18,3.857142857142857,1.5714285714285714
149,18120150,生命科学学院,理学,18,2.7125,1.75
150,18120151,生命科学学院,理学,18,3.157142857142857,1.8571428571428572
151,18120152,生命科学学院,理学,18,3.4714285714285715,0.42857142857142855
152,18120153,生命科学学院,理学,18,2.8000000000000003,0.16666666666666666
153,18120154,生命科学学院,理学,18,3.2666666666666666,0.6666666666666666
154,18120155,生命科学学院,理学,18,2.875,1.125
155,18120156,生命科学学院,理学,18,3.1222222222222222,1.2222222222222223
156,18120157,生命科学学院,理学,18,2.2,1.1666666666666667
157,18120158,生命科学学院,理学,18,3.6833333333333336,-0.3333333333333333
158,18120159,生命科学学院,理学,18,1.8,0.5
159,18120160,生命科学学院,理学,18,2.657142857142857,1.4285714285714286
160,18120161,生命科学学院,理学,18,2.7666666666666666,0.8333333333333334
161,18120162,生命科学学院,理学,18,2.9,0.8571428571428571
162,18120163,生命科学学院,理学,18,3.15,1.625
163,18120164,生命科学学院,理学,18,2.5,1.5714285714285714
164,18120165,生命科学学院,理学,18,3.425,1.625
165,18120166,生命科学学院,理学,18,3.5875,1.125
